      96
0.3876000000000E+01 0.7100000000000E-01
0.3884000000000E+01 0.1560000000000E+00
0.3891000000000E+01 0.3260000000000E+00
0.3883000000000E+01 0.4950000000000E+00
0.3860000000000E+01 0.6630000000000E+00
0.3824000000000E+01 0.8290000000000E+00
0.3800000000000E+01 0.9100000000000E+00
0.3773000000000E+01 0.9910000000000E+00
0.3743000000000E+01 0.1070000000000E+01
0.3709000000000E+01 0.1148000000000E+01
0.3672000000000E+01 0.1224000000000E+01
0.3641000000000E+01 0.1283000000000E+01
0.3640000000000E+01 0.1425000000000E+01
0.3562000000000E+01 0.1495000000000E+01
0.3477000000000E+01 0.1572000000000E+01
0.3398000000000E+01 0.1643000000000E+01
0.3300000000000E+01 0.1711000000000E+01
0.3149000000000E+01 0.1816000000000E+01
0.2975000000000E+01 0.1941000000000E+01
0.2884000000000E+01 0.1976000000000E+01
0.2785000000000E+01 0.2005000000000E+01
0.2678000000000E+01 0.2018000000000E+01
0.2575000000000E+01 0.2016000000000E+01
0.2479000000000E+01 0.1999000000000E+01
0.2381000000000E+01 0.1967000000000E+01
0.2243000000000E+01 0.1894000000000E+01
0.2206000000000E+01 0.1871000000000E+01
0.2178000000000E+01 0.1839000000000E+01
0.2119000000000E+01 0.1723000000000E+01
0.2058000000000E+01 0.1603000000000E+01
0.1997000000000E+01 0.1444000000000E+01
0.1938000000000E+01 0.1289000000000E+01
0.1916000000000E+01 0.1232000000000E+01
0.1904000000000E+01 0.1171000000000E+01
0.1886000000000E+01 0.1073000000000E+01
0.1871000000000E+01 0.9740000000000E+00
0.1858000000000E+01 0.8740000000000E+00
0.1845000000000E+01 0.7750000000000E+00
0.1832000000000E+01 0.6760000000000E+00
0.1820000000000E+01 0.5760000000000E+00
0.1812000000000E+01 0.4760000000000E+00
0.1807000000000E+01 0.3770000000000E+00
0.1806000000000E+01 0.2770000000000E+00
0.1807000000000E+01 0.1770000000000E+00
0.1812000000000E+01 0.7700000000000E-01
0.1821000000000E+01 -.2300000000000E-01
0.1832000000000E+01 -.1220000000000E+00
0.1847000000000E+01 -.2210000000000E+00
0.1866000000000E+01 -.3190000000000E+00
0.1887000000000E+01 -.4160000000000E+00
0.1912000000000E+01 -.5130000000000E+00
0.1954000000000E+01 -.6560000000000E+00
0.2010000000000E+01 -.7870000000000E+00
0.2081000000000E+01 -.9580000000000E+00
0.2139000000000E+01 -.1097000000000E+01
0.2200000000000E+01 -.1244000000000E+01
0.2295000000000E+01 -.1334000000000E+01
0.2352800000000E+01 -.1336300000000E+01
0.2371100000000E+01 -.1386800000000E+01
0.2422100000000E+01 -.1567200000000E+01
0.2418000000000E+01 -.1649000000000E+01
0.2412900000000E+01 -.1706200000000E+01
0.2397200000000E+01 -.1780000000000E+01
0.2462300000000E+01 -.1715500000000E+01
0.2524000000000E+01 -.1710000000000E+01
0.2576000000000E+01 -.1614000000000E+01
0.2814000000000E+01 -.1686000000000E+01
0.2870000000000E+01 -.1713000000000E+01
0.2910600000000E+01 -.1757000000000E+01
0.2898000000000E+01 -.1682000000000E+01
0.2881000000000E+01 -.1619000000000E+01
0.2886000000000E+01 -.1476000000000E+01
0.2888000000000E+01 -.1423000000000E+01
0.2907000000000E+01 -.1383000000000E+01
0.3011000000000E+01 -.1335000000000E+01
0.3060000000000E+01 -.1298000000000E+01
0.3194000000000E+01 -.1214000000000E+01
0.3199000000000E+01 -.1209000000000E+01
0.3290000000000E+01 -.1152000000000E+01
0.3294000000000E+01 -.1111000000000E+01
0.3309000000000E+01 -.1080000000000E+01
0.3359000000000E+01 -.1031000000000E+01
0.3407000000000E+01 -.9780000000000E+00
0.3479000000000E+01 -.8910000000000E+00
0.3530000000000E+01 -.8230000000000E+00
0.3578000000000E+01 -.7530000000000E+00
0.3627000000000E+01 -.6740000000000E+00
0.3641000000000E+01 -.6500000000000E+00
0.3680000000000E+01 -.5750000000000E+00
0.3716000000000E+01 -.4980000000000E+00
0.3749000000000E+01 -.4210000000000E+00
0.3779000000000E+01 -.3410000000000E+00
0.3805000000000E+01 -.2600000000000E+00
0.3828000000000E+01 -.1780000000000E+00
0.3848000000000E+01 -.9600000000000E-01
0.3863000000000E+01 -.1200000000000E-01
